RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
97439,TRIXIE,F,2013,Unknown,,11379,09/13/2018,04/17/2020,2018
105826,COCOA,M,2012,Australian Terrier,,10461,10/27/2018,04/17/2020,2018
10045,COOPER,M,2004,Jack Russell Terrier,,10012,04/11/2015,04/18/2020,2016
10814,BENTLEY,M,2012,Jack Russell Terrier,,11365,04/18/2015,04/18/2020,2016
10815,TORO,F,2014,French Bulldog,,10003,04/18/2015,04/18/2020,2016
14370,MAGGIE,F,2012,Labrador Retriever Crossbreed,,10069,05/19/2015,04/18/2020,2016
14957,TOBI,F,2011,"Collie, Border",,10023,05/26/2015,04/18/2020,2016
45316,RAISIN,F,2010,"Bull Dog, French",,10025,02/22/2016,04/18/2020,2016
64170,RILEY,F,2014,Maltese,,11237,05/16/2016,04/18/2020,2016
1747,COOPER,M,2004,Jack Russell Terrier,,10012,04/11/2015,04/18/2020,2017
1837,BENTLEY,M,2012,Jack Russell Terrier,,11365,04/18/2015,04/18/2020,2017
1838,TORO,F,2014,French Bulldog,,10003,04/18/2015,04/18/2020,2017
2317,MAGGIE,F,2012,Labrador Retriever Crossbreed,,10069,05/19/2015,04/18/2020,2017
2397,TOBI,F,2011,"Collie, Border",,10023,05/26/2015,04/18/2020,2017
9642,RAISIN,F,2010,"Bull Dog, French",,10025,02/22/2016,04/18/2020,2017
18117,RILEY,F,2014,Maltese,,11237,05/16/2016,04/18/2020,2017
49541,LUKA,M,2004,Unknown,,11201,02/22/2017,04/18/2020,2017
51297,KLOE,F,2010,Cavalier King Charles Spaniel,,11209,03/01/2017,04/18/2020,2017
60464,TOTIE,F,2000,Yorkshire Terrier,,10009,04/18/2017,04/18/2020,2017
60470,SOPHIE,F,2015,French Bulldog,,11225,04/18/2017,04/18/2020,2017
60472,DIEGO,M,2016,Poodle,,10069,04/18/2017,04/18/2020,2017
60523,JAWZ,M,2011,American Bully,,10002,04/18/2017,04/18/2020,2017
60616,ZOE,F,2008,Cavalier King Charles Spaniel,,10019,04/18/2017,04/18/2020,2017
60627,DILLINGER,M,2012,Doberman Pinscher,,10002,04/18/2017,04/18/2020,2017
110268,KELSO,M,2010,German Shepherd Crossbreed,,10308,11/29/2017,04/18/2020,2017
1022,COOPER,M,2004,Jack Russell Terrier,,10012,04/11/2015,04/18/2020,2018
1080,BENTLEY,M,2012,Jack Russell Terrier,,11365,04/18/2015,04/18/2020,2018
1081,TORO,F,2014,French Bulldog,,10003,04/18/2015,04/18/2020,2018
1334,MAGGIE,F,2012,Labrador Retriever Crossbreed,,10069,05/19/2015,04/18/2020,2018
1382,TOBI,F,2011,"Collie, Border",,10023,05/26/2015,04/18/2020,2018
3541,RAISIN,F,2010,"Bull Dog, French",,10025,02/22/2016,04/18/2020,2018
4910,RILEY,F,2014,Maltese,,11237,05/16/2016,04/18/2020,2018
13230,LUKA,M,2004,Unknown,,11201,02/22/2017,04/18/2020,2018
13866,KLOE,F,2010,Cavalier King Charles Spaniel,,11209,03/01/2017,04/18/2020,2018
18439,ZOE,F,2008,Cavalier King Charles Spaniel,,10019,04/18/2017,04/18/2020,2018
18445,DILLINGER,M,2012,Doberman Pinscher,,10002,04/18/2017,04/18/2020,2018
18499,TOTIE,F,2000,Yorkshire Terrier,,10009,04/18/2017,04/18/2020,2018
18503,SOPHIE,F,2015,French Bulldog,,11225,04/18/2017,04/18/2020,2018
18505,DIEGO,M,2016,Poodle,,10069,04/18/2017,04/18/2020,2018
18522,JAWZ,M,2011,American Bully,,10002,04/18/2017,04/18/2020,2018
29260,SAMARI,F,2007,Yorkshire Terrier,,11211,07/27/2017,04/18/2020,2018
43199,KELSO,M,2010,German Shepherd Crossbreed,,10308,11/29/2017,04/18/2020,2018
56504,MAX,M,2014,Shiba Inu,,11355,02/26/2018,04/18/2020,2018
59335,MAX,M,2011,Unknown,,11214,03/10/2018,04/18/2020,2018
59672,KOBE,M,2010,Unknown,,11368,03/12/2018,04/18/2020,2018
60240,KODA,M,2007,Boston Terrier,,10032,03/14/2018,04/18/2020,2018
67222,HARLEY,F,2016,Labrador Retriever,,10028,04/18/2018,04/18/2020,2018
67529,BRISTOL,F,2015,American Pit Bull Terrier/Pit Bull,,11104,04/20/2018,04/18/2020,2018
77020,CAPTAIN,M,2015,Rottweiler Crossbreed,,11238,06/06/2018,04/18/2020,2018
93772,FINN,M,2014,Scottish Terrier,,10024,08/27/2018,04/18/2020,2018
110845,SCHATZIE,F,2010,Yorkshire Terrier,,11234,11/24/2018,04/18/2020,2018
4804,KING,M,2012,Unknown,,11210,02/14/2015,04/19/2020,2016
8365,CHILI,F,2011,Unknown,,11205,03/26/2015,04/19/2020,2016
9887,LOUISE,F,2008,American Pit Bull Mix / Pit Bull Mix,,11229,04/09/2015,04/19/2020,2016
951,KING,M,2012,Unknown,,11210,02/14/2015,04/19/2020,2017
1460,CHILI,F,2011,Unknown,,11205,03/26/2015,04/19/2020,2017
1703,LOUISE,F,2008,American Pit Bull Mix / Pit Bull Mix,,11229,04/09/2015,04/19/2020,2017
52185,GOOGIE,F,2005,Yorkshire Terrier,,10469,03/06/2017,04/19/2020,2017
60629,LUCY,F,2015,Maltese Crossbreed,,10309,04/19/2017,04/19/2020,2017
60652,GEORGE,M,2016,Poodle Crossbreed,,10003,04/19/2017,04/19/2020,2017
60704,GRACIE,F,2014,Poodle Crossbreed,,10003,04/19/2017,04/19/2020,2017
60706,SHANE,M,2015,Maltese,,10016,04/19/2017,04/19/2020,2017
60712,BEASTIE,F,2014,Shih Tzu,,11206,04/19/2017,04/19/2020,2017
110344,RUFUS,M,2007,Unknown,,10308,11/29/2017,04/19/2020,2017
639,KING,M,2012,Unknown,,11210,02/14/2015,04/19/2020,2018
883,CHILI,F,2011,Unknown,,11205,03/26/2015,04/19/2020,2018
1005,LOUISE,F,2008,American Pit Bull Mix / Pit Bull Mix,,11229,04/09/2015,04/19/2020,2018
14406,GOOGIE,F,2005,Yorkshire Terrier,,10469,03/06/2017,04/19/2020,2018
18613,BEASTIE,F,2014,Shih Tzu,,11206,04/19/2017,04/19/2020,2018
18619,GRACIE,F,2014,Poodle Crossbreed,,10003,04/19/2017,04/19/2020,2018
18621,SHANE,M,2015,Maltese,,10016,04/19/2017,04/19/2020,2018
18633,LUCY,F,2015,Maltese Crossbreed,,10309,04/19/2017,04/19/2020,2018
18641,GEORGE,M,2016,Poodle Crossbreed,,10003,04/19/2017,04/19/2020,2018
43144,RUFUS,M,2007,Unknown,,10308,11/29/2017,04/19/2020,2018
56883,BRUNO,M,2009,"Bull Dog, English",,10004,02/27/2018,04/19/2020,2018
57584,BOWIE,F,2016,Cocker Spaniel Crossbreed,,11363,03/02/2018,04/19/2020,2018
59339,LUTHER,M,2015,Cavalier King Charles Spaniel,,10026,03/10/2018,04/19/2020,2018
61431,PIERRE,M,2015,"Poodle, Standard",,10069,03/20/2018,04/19/2020,2018
67348,DUCKY,M,2011,Boston Terrier,,11373,04/19/2018,04/19/2020,2018
67407,STORMY,M,2011,Giant Schnauzer,,10462,04/19/2018,04/19/2020,2018
68782,SASSAFRAS,F,2010,Unknown,,10012,04/26/2018,04/19/2020,2018
8915,MURPHY,M,2012,Unknown,,10464,03/30/2015,04/20/2020,2016
9065,SUKI,M,2008,Chow Chow,,11221,04/01/2015,04/20/2020,2016
10980,MOCHA,F,2012,"Poodle, Toy",,10022,04/20/2015,04/20/2020,2016
10990,ROXIE,F,2012,American Pit Bull Mix / Pit Bull Mix,,10463,04/20/2015,04/20/2020,2016
13435,STANELY,M,2007,Whippet,,10011,05/11/2015,04/20/2020,2016
14704,BUDDY,M,2013,Labradoodle,,10280,05/22/2015,04/20/2020,2016
1539,MURPHY,M,2012,Unknown,,10464,03/30/2015,04/20/2020,2017
1573,SUKI,M,2008,Chow Chow,,11221,04/01/2015,04/20/2020,2017
1858,ROXIE,F,2012,American Pit Bull Mix / Pit Bull Mix,,10463,04/20/2015,04/20/2020,2017
1865,MOCHA,F,2012,"Poodle, Toy",,10022,04/20/2015,04/20/2020,2017
2166,STANELY,M,2007,Whippet,,10011,05/11/2015,04/20/2020,2017
2356,BUDDY,M,2013,Labradoodle,,10280,05/22/2015,04/20/2020,2017
54807,FYDO,M,2015,Bassett Hound,,10001,03/18/2017,04/20/2020,2017
59815,ROXIE,F,2008,Poodle Crossbreed,,11364,04/13/2017,04/20/2020,2017
60922,SALTY,F,2010,"Bull Dog, English",,11201,04/20/2017,04/20/2020,2017
68922,GASPER,M,2013,Yorkshire Terrier,,11369,05/29/2017,04/20/2020,2017
82961,MOCHIKO,M,2015,Siberian Husky,,11216,07/28/2017,04/20/2020,2017
927,MURPHY,M,2012,Unknown,,10464,03/30/2015,04/20/2020,2018
949,SUKI,M,2008,Chow Chow,,11221,04/01/2015,04/20/2020,2018
1095,ROXIE,F,2012,American Pit Bull Mix / Pit Bull Mix,,10463,04/20/2015,04/20/2020,2018
1098,MOCHA,F,2012,"Poodle, Toy",,10022,04/20/2015,04/20/2020,2018
1358,BUDDY,M,2013,Labradoodle,,10280,05/22/2015,04/20/2020,2018
15569,FYDO,M,2015,Bassett Hound,,10001,03/18/2017,04/20/2020,2018
18016,ROXIE,F,2008,Poodle Crossbreed,,11364,04/13/2017,04/20/2020,2018
18724,SALTY,F,2010,"Bull Dog, English",,11201,04/20/2017,04/20/2020,2018
22586,GASPER,M,2013,Yorkshire Terrier,,11369,05/29/2017,04/20/2020,2018
29432,MOCHIKO,M,2015,Siberian Husky,,11216,07/28/2017,04/20/2020,2018
56620,BEEZUS,F,2013,Unknown,,11225,02/26/2018,04/20/2020,2018
61103,BELLA,F,2015,Yorkshire Terrier,,11372,03/19/2018,04/20/2020,2018
63052,STARFIRE,F,2011,Unknown,,10011,03/30/2018,04/20/2020,2018
65685,RUBY,F,2017,French Bulldog,,11211,04/11/2018,04/20/2020,2018
67514,BUSTER,M,2017,Jack Russell Terrier,,11223,04/20/2018,04/20/2020,2018
67540,KODAK,M,2007,Labrador Retriever,,11238,04/20/2018,04/20/2020,2018
67554,BERNIE,M,2006,Labrador Retriever,,10004,04/20/2018,04/20/2020,2018
67562,COCO,F,2016,Bassett Hound,,11375,04/20/2018,04/20/2020,2018
73364,NALAH,F,2015,Chow Chow,,10466,05/18/2018,04/20/2020,2018
74210,VINNY,M,2012,Poodle,,11414,05/21/2018,04/20/2020,2018
9982,JIBBAH,M,2008,"Welsh Corgi, Pembroke",,10011,04/10/2015,04/21/2020,2016
11017,COCO,F,2013,"Poodle, Standard",,10475,04/20/2015,04/21/2020,2016
11151,JOY,M,2013,Yorkshire Terrier,,11377,04/21/2015,04/21/2020,2016
14551,FREDDIE,M,2012,Unknown,,10075,05/20/2015,04/21/2020,2016
1728,JIBBAH,M,2008,"Welsh Corgi, Pembroke",,10011,04/10/2015,04/21/2020,2017
1870,COCO,F,2013,"Poodle, Standard",,10475,04/20/2015,04/21/2020,2017
1882,JOY,M,2013,Yorkshire Terrier,,11377,04/21/2015,04/21/2020,2017
2338,FREDDIE,M,2012,Unknown,,10075,05/20/2015,04/21/2020,2017
54739,CANDY,F,2009,Unknown,,11209,03/17/2017,04/21/2020,2017
67576,SOFIE,F,2011,Papillon,,11209,05/22/2017,04/21/2020,2017
1013,JIBBAH,M,2008,"Welsh Corgi, Pembroke",,10011,04/10/2015,04/21/2020,2018
1103,COCO,F,2013,"Poodle, Standard",,10475,04/20/2015,04/21/2020,2018
1107,JOY,M,2013,Yorkshire Terrier,,11377,04/21/2015,04/21/2020,2018
1339,FREDDIE,M,2012,Unknown,,10075,05/20/2015,04/21/2020,2018
15464,CANDY,F,2009,Unknown,,11209,03/17/2017,04/21/2020,2018
21890,SOFIE,F,2011,Papillon,,11209,05/22/2017,04/21/2020,2018
53148,OBAN,M,2012,West High White Terrier,,10025,02/08/2018,04/21/2020,2018
57537,LEO,M,2012,American Pit Bull Mix / Pit Bull Mix,,10303,03/02/2018,04/21/2020,2018
57986,CHARLIE,M,2005,Cocker Spaniel,,10026,03/05/2018,04/21/2020,2018
59453,ZECA,M,2013,Boston Terrier,,10128,03/11/2018,04/21/2020,2018
59885,MIGHTY,M,2008,Labrador Retriever Crossbreed,,10005,03/13/2018,04/21/2020,2018
61792,EVA,F,2013,Cavalier King Charles Spaniel,,11249,03/22/2018,04/21/2020,2018
61906,ELLSBERRY,M,2014,Cavalier King Charles Spaniel,,11249,03/22/2018,04/21/2020,2018
66405,COCO,F,2014,Maltese,,11233,04/15/2018,04/21/2020,2018
66968,RAVEN,F,2009,Boxer,,11216,04/17/2018,04/21/2020,2018
67638,ACE,M,2016,Shih Tzu,,10030,04/21/2018,04/21/2020,2018
67678,MISTY,F,2017,Pug,,11236,04/21/2018,04/21/2020,2018
67680,MOCHA,F,2012,Chihuahua Crossbreed,,11238,04/21/2018,04/21/2020,2018
67690,CHLOE,F,2013,Labradoodle,,10005,04/21/2018,04/21/2020,2018
67694,BENJI,M,2017,Puggle,,10468,04/21/2018,04/21/2020,2018
67696,MICKEY,M,2017,Pug,,11236,04/21/2018,04/21/2020,2018
67697,ELWAY,F,2016,American Staffordshire Terrier,,11216,04/21/2018,04/21/2020,2018
67703,LUCA,M,2005,Shih Tzu,,10014,04/21/2018,04/21/2020,2018
67742,MUGZIE,M,2009,Shih Tzu,,10302,04/21/2018,04/21/2020,2018
67764,COCO,F,2017,Shih Tzu Crossbreed,,10467,04/21/2018,04/21/2020,2018
67767,ABRAHAM,M,2016,Goldendoodle,,11215,04/21/2018,04/21/2020,2018
71259,JAXSYN,M,2010,Boxer,,10029,05/08/2018,04/21/2020,2018
75278,COCO,M,2007,Dachshund Smooth Coat,,10033,05/28/2018,04/21/2020,2018
11270,RUBY,F,2013,Golden Retriever,,11238,04/22/2015,04/22/2020,2016
11302,LUNA,F,2013,Labrador Retriever Crossbreed,,10034,04/22/2015,04/22/2020,2016
11342,ALEXANDER,M,2012,Cairn Terrier,,10451,04/22/2015,04/22/2020,2016
11365,BENNY,M,2014,Dachshund Smooth Coat Miniature,,11372,04/22/2015,04/22/2020,2016
1890,RUBY,F,2013,Golden Retriever,,11238,04/22/2015,04/22/2020,2017
1897,LUNA,F,2013,Labrador Retriever Crossbreed,,10034,04/22/2015,04/22/2020,2017
1902,BENNY,M,2014,Dachshund Smooth Coat Miniature,,11372,04/22/2015,04/22/2020,2017
1907,ALEXANDER,M,2012,Cairn Terrier,,10451,04/22/2015,04/22/2020,2017
51183,CLEO,F,2014,West High White Terrier,,10128,03/01/2017,04/22/2020,2017
51605,BRUNO,M,2015,Beagle Crossbreed,,10025,03/03/2017,04/22/2020,2017
61197,KILO,M,2015,American Pit Bull Terrier/Pit Bull,,11421,04/22/2017,04/22/2020,2017
61230,PRECIOUS,F,2010,Beagle,,10304,04/22/2017,04/22/2020,2017
61284,KHLOE,F,2015,Shih Tzu,,10306,04/22/2017,04/22/2020,2017
61294,ALEXIS,F,2016,Beagle Crossbreed,,10304,04/22/2017,04/22/2020,2017
61300,REX,M,2012,Rat Terrier Crossbreed,,11206,04/22/2017,04/22/2020,2017
62140,JAKE,M,2007,German Shepherd Dog,,10312,04/26/2017,04/22/2020,2017
1113,RUBY,F,2013,Golden Retriever,,11238,04/22/2015,04/22/2020,2018
1115,BENNY,M,2014,Dachshund Smooth Coat Miniature,,11372,04/22/2015,04/22/2020,2018
1116,ALEXANDER,M,2012,Cairn Terrier,,10451,04/22/2015,04/22/2020,2018
1118,LUNA,F,2013,Labrador Retriever Crossbreed,,10034,04/22/2015,04/22/2020,2018
13972,CLEO,F,2014,West High White Terrier,,10128,03/01/2017,04/22/2020,2018
14148,BRUNO,M,2015,Beagle Crossbreed,,10025,03/03/2017,04/22/2020,2018
18834,KHLOE,F,2015,Shih Tzu,,10306,04/22/2017,04/22/2020,2018
18844,ALEXIS,F,2016,Beagle Crossbreed,,10304,04/22/2017,04/22/2020,2018
18849,REX,M,2012,Rat Terrier Crossbreed,,11206,04/22/2017,04/22/2020,2018
18885,KILO,M,2015,American Pit Bull Terrier/Pit Bull,,11421,04/22/2017,04/22/2020,2018
18897,PRECIOUS,F,2010,Beagle,,10304,04/22/2017,04/22/2020,2018
19300,JAKE,M,2007,German Shepherd Dog,,10312,04/26/2017,04/22/2020,2018
57152,MAC,M,2012,Cairn Terrier,,11209,02/28/2018,04/22/2020,2018
67856,JUICE,M,2017,"Jindo Dog, Korea",,11232,04/22/2018,04/22/2020,2018
68121,SPINOZA,F,2017,Poodle Crossbreed,,11415,04/23/2018,04/22/2020,2018
70825,JAVA,M,2008,Unknown,,11366,05/06/2018,04/22/2020,2018
73910,FERGIE,F,2012,Jack Russell Terrier,,10451,05/20/2018,04/22/2020,2018
74519,MIKEY,M,2011,Shih Tzu,,11212,05/23/2018,04/22/2020,2018
97984,YUFA,F,2017,Maltese Crossbreed,,11218,09/16/2018,04/22/2020,2018
8328,SMORKIE,F,2010,Yorkshire Terrier,,10023,03/26/2015,04/23/2020,2016
10243,BRI,F,2011,American Pit Bull Terrier/Pit Bull,,10468,04/13/2015,04/23/2020,2016
11379,GOLDIE,F,2007,Labrador Retriever,,11418,04/23/2015,04/23/2020,2016
11404,RAYLAN,F,2012,Beagle,,11237,04/23/2015,04/23/2020,2016
11415,BLITZ,M,2010,Beagle Crossbreed,,11201,04/23/2015,04/23/2020,2016
11421,MADDIE,F,2012,Labrador Retriever,,11418,04/23/2015,04/23/2020,2016
11457,YEPPI,F,2008,Maltese,,10019,04/23/2015,04/23/2020,2016
11478,ENZO,M,2014,Miniature Schnauzer,,10038,04/23/2015,04/23/2020,2016
11505,SADIE,F,2014,Puggle,,10001,04/23/2015,04/23/2020,2016
11509,CAPPIE,M,2009,Maltese,,10022,04/23/2015,04/23/2020,2016
1441,SMORKIE,F,2010,Yorkshire Terrier,,10023,03/26/2015,04/23/2020,2017
1782,BRI,F,2011,American Pit Bull Terrier/Pit Bull,,10468,04/13/2015,04/23/2020,2017
1908,RAYLAN,F,2012,Beagle,,11237,04/23/2015,04/23/2020,2017
1912,GOLDIE,F,2007,Labrador Retriever,,11418,04/23/2015,04/23/2020,2017
1915,YEPPI,F,2008,Maltese,,10019,04/23/2015,04/23/2020,2017
1918,BLITZ,M,2010,Beagle Crossbreed,,11201,04/23/2015,04/23/2020,2017
1920,MADDIE,F,2012,Labrador Retriever,,11418,04/23/2015,04/23/2020,2017
1922,SADIE,F,2014,Puggle,,10001,04/23/2015,04/23/2020,2017
1923,CAPPIE,M,2009,Maltese,,10022,04/23/2015,04/23/2020,2017
1928,ENZO,M,2014,Miniature Schnauzer,,10038,04/23/2015,04/23/2020,2017
51122,LIZA,F,2011,German Shepherd Dog,,10314,03/01/2017,04/23/2020,2017
52120,"BABY,",F,2007,Beagle,,10011,03/06/2017,04/23/2020,2017
54343,TOBY,M,2009,Unknown,,11229,03/15/2017,04/23/2020,2017
60939,TORNADO,M,2011,"Poodle, Miniature",,11378,04/20/2017,04/23/2020,2017
61398,CLEO,F,2016,German Shorthaired Pointer,,11201,04/23/2017,04/23/2020,2017
70957,CANELA,F,2012,Golden Retriever,,10031,06/06/2017,04/23/2020,2017
885,SMORKIE,F,2010,Yorkshire Terrier,,10023,03/26/2015,04/23/2020,2018
1049,BRI,F,2011,American Pit Bull Terrier/Pit Bull,,10468,04/13/2015,04/23/2020,2018
1121,YEPPI,F,2008,Maltese,,10019,04/23/2015,04/23/2020,2018
1122,BLITZ,M,2010,Beagle Crossbreed,,11201,04/23/2015,04/23/2020,2018
1124,MADDIE,F,2012,Labrador Retriever,,11418,04/23/2015,04/23/2020,2018
1125,RAYLAN,F,2012,Beagle,,11237,04/23/2015,04/23/2020,2018
1128,GOLDIE,F,2007,Labrador Retriever,,11418,04/23/2015,04/23/2020,2018
1129,ENZO,M,2014,Miniature Schnauzer,,10038,04/23/2015,04/23/2020,2018
1130,CAPPIE,M,2009,Maltese,,10022,04/23/2015,04/23/2020,2018
1131,SADIE,F,2014,Puggle,,10001,04/23/2015,04/23/2020,2018
13913,LIZA,F,2011,German Shepherd Dog,,10314,03/01/2017,04/23/2020,2018
14429,"BABY,",F,2007,Beagle,,10011,03/06/2017,04/23/2020,2018
15313,TOBY,M,2009,Unknown,,11229,03/15/2017,04/23/2020,2018
18675,TORNADO,M,2011,"Poodle, Miniature",,11378,04/20/2017,04/23/2020,2018
18927,CLEO,F,2016,German Shorthaired Pointer,,11201,04/23/2017,04/23/2020,2018
23589,CANELA,F,2012,Golden Retriever,,10031,06/06/2017,04/23/2020,2018
53323,HOBIE,M,2014,Golden Retriever,,10029,02/09/2018,04/23/2020,2018
56887,LADY,F,2012,Unknown,,10009,02/27/2018,04/23/2020,2018
57842,CODY,M,2013,Havanese,,11370,03/04/2018,04/23/2020,2018
60856,DINO,M,2015,Chihuahua Crossbreed,,10128,03/17/2018,04/23/2020,2018
60896,WEBER,M,2008,German Shepherd Crossbreed,,10128,03/17/2018,04/23/2020,2018
62091,LUCY,F,2011,West High White Terrier,,10306,03/24/2018,04/23/2020,2018
66261,KALI,F,2016,Terrier Crossbreed,,11426,04/14/2018,04/23/2020,2018
68122,DAISY,F,2016,Irish Terrier,,11209,04/23/2018,04/23/2020,2018
68127,MING,F,2006,"Shar-Pei, Chinese",,10472,04/23/2018,04/23/2020,2018
68167,JOLENA,F,2014,"Dachshund, Long Haired Miniature",,10023,04/23/2018,04/23/2020,2018
68176,CHANEL,F,2016,American Pit Bull Terrier/Pit Bull,,10459,04/23/2018,04/23/2020,2018
68214,DENIM,F,2017,"Bull Dog, English",,10037,04/23/2018,04/23/2020,2018
68286,ROXIE,F,2017,Shih Tzu Crossbreed,,11212,04/23/2018,04/23/2020,2018
68287,TOMMY,M,2010,Yorkshire Terrier,,10033,04/23/2018,04/23/2020,2018
68801,GAEGOGI,M,2010,Unknown,,10012,04/26/2018,04/23/2020,2018
75091,FRANCES,F,2008,Havanese,,10069,05/26/2018,04/23/2020,2018
9210,HUDSON,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2016
9211,BROOKLYN,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2016
11595,RILEY,M,2013,Yorkshire Terrier,,10312,04/24/2015,04/24/2020,2016
11640,OONA,F,2013,Whippet,,11238,04/24/2015,04/24/2020,2016
11692,WOOKIE,F,2008,Shih Tzu,,11201,04/24/2015,04/24/2020,2016
1608,HUDSON,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2017
1609,BROOKLYN,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2017
1936,RILEY,M,2013,Yorkshire Terrier,,10312,04/24/2015,04/24/2020,2017
1944,OONA,F,2013,Whippet,,11238,04/24/2015,04/24/2020,2017
1947,WOOKIE,F,2008,Shih Tzu,,11201,04/24/2015,04/24/2020,2017
60194,SAPPHIRE,F,2016,Cane Corso,,10035,04/16/2017,04/24/2020,2017
61490,BO,M,2014,French Bulldog,,10280,04/24/2017,04/24/2020,2017
61501,WINSTON,M,2016,Pomeranian,,11101,04/24/2017,04/24/2020,2017
61505,COLE,M,2010,Chow Chow,,10314,04/24/2017,04/24/2020,2017
61573,CHACO,F,2009,Labrador Retriever,,10016,04/24/2017,04/24/2020,2017
61639,APOLLO,M,2014,German Shepherd Dog,,11209,04/24/2017,04/24/2020,2017
61664,PANDA,F,2013,Australian Cattledog,,11217,04/24/2017,04/24/2020,2017
964,HUDSON,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2018
965,BROOKLYN,M,2014,Shih Tzu,,10075,04/03/2015,04/24/2020,2018
1135,RILEY,M,2013,Yorkshire Terrier,,10312,04/24/2015,04/24/2020,2018
1136,WOOKIE,F,2008,Shih Tzu,,11201,04/24/2015,04/24/2020,2018
1137,OONA,F,2013,Whippet,,11238,04/24/2015,04/24/2020,2018
18258,SAPPHIRE,F,2016,Cane Corso,,10035,04/16/2017,04/24/2020,2018
18992,APOLLO,M,2014,German Shepherd Dog,,11209,04/24/2017,04/24/2020,2018
19005,PANDA,F,2013,Australian Cattledog,,11217,04/24/2017,04/24/2020,2018
19019,CHACO,F,2009,Labrador Retriever,,10016,04/24/2017,04/24/2020,2018
19065,BO,M,2014,French Bulldog,,10280,04/24/2017,04/24/2020,2018
19091,COLE,M,2010,Chow Chow,,10314,04/24/2017,04/24/2020,2018
19101,WINSTON,M,2016,Pomeranian,,11101,04/24/2017,04/24/2020,2018
51359,TOTO,M,2015,Wire Fox Terrier,,11106,01/29/2018,04/24/2020,2018
57891,PENNY,F,2014,Unknown,,10128,03/04/2018,04/24/2020,2018
60556,CASEY,M,2012,Australian Shepherd,,11215,03/15/2018,04/24/2020,2018
63111,SOFIA,F,2012,Havanese,,10021,03/30/2018,04/24/2020,2018
63476,MAPO,F,2009,Maltese,,11249,04/01/2018,04/24/2020,2018
68339,BUDDY,M,2012,Bichon Frise,,11215,04/24/2018,04/24/2020,2018
68403,OSCAR,M,2010,Beagle,,10471,04/24/2018,04/24/2020,2018
68404,BEAR,M,2017,Chow Chow,,10002,04/24/2018,04/24/2020,2018
68513,KENNEDY,M,2013,Pekingese,,10469,04/24/2018,04/24/2020,2018
69453,PRINCESS,F,2011,Shih Tzu,,10473,04/29/2018,04/24/2020,2018
72269,MILLIE,F,2011,Unknown,,10024,05/12/2018,04/24/2020,2018
75420,MAX,M,2016,Yorkshire Terrier,,11214,05/29/2018,04/24/2020,2018
89962,MAUI,F,2012,Unknown,,10002,08/06/2018,04/24/2020,2018
6764,CODY,M,2010,Unknown,,11209,03/08/2015,04/25/2020,2016
9333,SASSY,F,2011,Unknown,,10463,04/04/2015,04/25/2020,2016
11734,MARTY,M,2014,Maltese,,11369,04/25/2015,04/25/2020,2016
11751,JULES,M,2010,Cavalier King Charles Spaniel,,11201,04/25/2015,04/25/2020,2016
11766,ZEPPELIN,M,2012,American Pit Bull Mix / Pit Bull Mix,,11222,04/25/2015,04/25/2020,2016
11790,PRADA,F,2013,Yorkshire Terrier,,10021,04/25/2015,04/25/2020,2016
11791,BROWNIE,M,2013,Beagle Crossbreed,,11216,04/25/2015,04/25/2020,2016
14080,STANLEY,M,2007,Shih Tzu,,11205,05/16/2015,04/25/2020,2016
1219,CODY,M,2010,Unknown,,11209,03/08/2015,04/25/2020,2017
1621,SASSY,F,2011,Unknown,,10463,04/04/2015,04/25/2020,2017
1951,MARTY,M,2014,Maltese,,11369,04/25/2015,04/25/2020,2017
1956,PRADA,F,2013,Yorkshire Terrier,,10021,04/25/2015,04/25/2020,2017
1957,BROWNIE,M,2013,Beagle Crossbreed,,11216,04/25/2015,04/25/2020,2017
1961,ZEPPELIN,M,2012,American Pit Bull Mix / Pit Bull Mix,,11222,04/25/2015,04/25/2020,2017
1962,JULES,M,2010,Cavalier King Charles Spaniel,,11201,04/25/2015,04/25/2020,2017
2254,STANLEY,M,2007,Shih Tzu,,11205,05/16/2015,04/25/2020,2017
29708,WHISTLER,M,2005,Shiba Inu,,11218,09/01/2016,04/25/2020,2017
61734,BROWNIE,M,2016,Chihuahua,,10461,04/25/2017,04/25/2020,2017
61805,FLUFFY,M,2015,Pomeranian Crossbreed,,10468,04/25/2017,04/25/2020,2017
61913,BELLA,F,2016,Chihuahua,,10461,04/25/2017,04/25/2020,2017
68217,GIZMO,M,2014,Chihuahua,,11102,05/25/2017,04/25/2020,2017
77534,COCO,M,2010,Lhasa Apso,,11208,07/06/2017,04/25/2020,2017
102107,AKIRA,F,2014,Shiba Inu,,10016,10/14/2017,04/25/2020,2017
773,CODY,M,2010,Unknown,,11209,03/08/2015,04/25/2020,2018
974,SASSY,F,2011,Unknown,,10463,04/04/2015,04/25/2020,2018
1138,MARTY,M,2014,Maltese,,11369,04/25/2015,04/25/2020,2018
