RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
93708,BASIL,M,2015,Lagotto Romagnolo,,10314,08/26/2018,10/02/2019,2018
93764,PLUTO,M,2011,Bernese Mountain Dog,,10011,08/27/2018,10/02/2019,2018
93901,CHICO,M,2008,Havanese,,10280,08/27/2018,10/02/2019,2018
94262,DINO,M,2013,Labrador Retriever,,11234,08/29/2018,10/02/2019,2018
94301,REILEY,M,2017,Poodle,,11375,08/29/2018,10/02/2019,2018
94377,CHESTER,M,2006,Shih Tzu,,10314,08/30/2018,10/02/2019,2018
94392,RUDY,M,2009,Chihuahua Crossbreed,,10001,08/30/2018,10/02/2019,2018
94450,REMY,F,2008,Papillon,,10011,08/30/2018,10/02/2019,2018
94515,CHANCE,M,2015,Pointer,,10001,08/30/2018,10/02/2019,2018
94564,NOVA,F,2012,American Pit Bull Mix / Pit Bull Mix,,10014,08/30/2018,10/02/2019,2018
94569,CANDI,F,2008,Unknown,,11379,08/30/2018,10/02/2019,2018
94741,EASY,M,2009,Unknown,,10025,08/31/2018,10/02/2019,2018
94823,TRUNKS,M,2015,Yorkshire Terrier Crossbreed,,10023,08/31/2018,10/02/2019,2018
95216,LAYLA,F,2009,Unknown,,11361,09/03/2018,10/02/2019,2018
95446,BALL,M,2012,Shih Tzu,,11229,09/04/2018,10/02/2019,2018
95580,SLEDGE,M,2006,German Shepherd Crossbreed,,11214,09/05/2018,10/02/2019,2018
95735,MICKEY,M,2012,Shetland Sheepdog,,10314,09/05/2018,10/02/2019,2018
95736,PUSHKIN,M,2008,Unknown,,10280,09/05/2018,10/02/2019,2018
95846,DITA,F,2007,American Pit Bull Mix / Pit Bull Mix,,11422,09/06/2018,10/02/2019,2018
95952,BECKHAM,M,2010,"Poodle, Miniature",,11429,09/06/2018,10/02/2019,2018
96079,TOBY,M,2017,Cocker Spaniel Crossbreed,,10029,09/07/2018,10/02/2019,2018
96123,KIPPY,F,2012,Beagle Crossbreed,,10463,09/07/2018,10/02/2019,2018
96172,CHOCO,M,2009,Boxer,,11373,09/07/2018,10/02/2019,2018
96180,HARLEY,M,2011,Unknown,,10312,09/07/2018,10/02/2019,2018
96184,COCO,F,2008,Poodle Crossbreed,,11355,09/07/2018,10/02/2019,2018
96404,RIVER,F,2013,American Pit Bull Terrier/Pit Bull,,10306,09/09/2018,10/02/2019,2018
96485,SUSY,F,2017,Maltipoo,,11693,09/10/2018,10/02/2019,2018
96623,SABRINA,F,2011,Coton de Tulear,,10028,09/10/2018,10/02/2019,2018
96639,ROCKY,M,2009,German Shepherd Dog,,10461,09/10/2018,10/02/2019,2018
96783,STELLA,F,2016,Chihuahua,,10039,09/10/2018,10/02/2019,2018
96866,CALEB,M,2007,Pug,,11435,09/11/2018,10/02/2019,2018
96879,TYSON,M,2016,Pomeranian,,11433,09/11/2018,10/02/2019,2018
97269,PUDDLES,M,2015,Border Collie Crossbreed,,11220,09/12/2018,10/02/2019,2018
97426,LEILA,F,2006,Pomeranian,,11365,09/13/2018,10/02/2019,2018
97538,DOLLY,F,2007,Shih Tzu,,10463,09/13/2018,10/02/2019,2018
97592,SHILOH,F,2007,Beagle,,10029,09/14/2018,10/02/2019,2018
97690,DJ,M,2009,Unknown,,11106,09/14/2018,10/02/2019,2018
98255,CHINA,F,2009,Rottweiler,,10128,09/17/2018,10/02/2019,2018
98264,STELLA,F,2009,Shih Tzu,,11235,09/17/2018,10/02/2019,2018
98317,MIMI,F,2008,Pekingese,,11358,09/17/2018,10/02/2019,2018
98470,BABY,F,2006,Beagle,,11379,09/18/2018,10/02/2019,2018
98635,LORENZO,M,2013,Poodle,,11211,09/19/2018,10/02/2019,2018
98801,COOPER,F,2012,"Schnauzer, Miniature",,11217,09/20/2018,10/02/2019,2018
99017,JABRONSKA,M,2016,Yorkshire Terrier,,10305,09/21/2018,10/02/2019,2018
99023,BELLA,F,2012,Yorkshire Terrier,,10461,09/21/2018,10/02/2019,2018
99076,MAGNUS,M,2011,Siberian Husky,,11362,09/21/2018,10/02/2019,2018
99400,MADISON,F,2008,Unknown,,10309,09/23/2018,10/02/2019,2018
99638,CHEWY,M,2012,Unknown,,11420,09/24/2018,10/02/2019,2018
99668,SIMBA,M,2015,Yorkshire Terrier,,11432,09/24/2018,10/02/2019,2018
99920,SELENE,F,2014,German Shepherd Dog,,10463,09/25/2018,10/02/2019,2018
99977,MINNIE,F,2005,Chihuahua,,10026,09/26/2018,10/02/2019,2018
100087,SIMCOE,M,2015,Chihuahua Crossbreed,,11217,09/27/2018,10/02/2019,2018
100106,ONYX,M,2009,Unknown,,10025,09/27/2018,10/02/2019,2018
100347,LULU,F,2016,"Poodle, Toy",,10023,09/28/2018,10/02/2019,2018
100747,GUSTAVO,M,2016,American Pit Bull Terrier/Pit Bull,,11219,10/01/2018,10/02/2019,2018
100776,MILLIE,F,2011,Maltese,,11355,10/01/2018,10/02/2019,2018
100873,MAX,M,2018,Siberian Husky,,11369,10/02/2018,10/02/2019,2018
100874,LOULOU,F,2018,Miniature Schnauzer,,10011,10/02/2018,10/02/2019,2018
100875,GUS,M,2012,French Bulldog,,10009,10/02/2018,10/02/2019,2018
100876,BARNABY,M,2017,Coton de Tulear,,11201,10/02/2018,10/02/2019,2018
100877,LILY,F,2018,Unknown,,10027,10/02/2018,10/02/2019,2018
100878,LEO,M,2016,Unknown,,10027,10/02/2018,10/02/2019,2018
100879,UNKNOWN,M,2018,Poodle Crossbreed,,11226,10/02/2018,10/02/2019,2018
100880,POMSKY,M,2018,Pomsky,,11249,10/02/2018,10/02/2019,2018
100881,MIA,F,2018,Shiba Inu,,10006,10/02/2018,10/02/2019,2018
100882,NEEDLE,F,2018,German Shepherd Dog,,10454,10/02/2018,10/02/2019,2018
100919,BETTY,F,2011,Labrador Retriever Crossbreed,,11231,10/02/2018,10/02/2019,2018
100920,ALFIE,M,2018,Labradoodle,,11201,10/02/2018,10/02/2019,2018
100921,CHUBAKA,M,2018,Shih Tzu,,10465,10/02/2018,10/02/2019,2018
100922,BART,M,2016,Unknown,,11691,10/02/2018,10/02/2019,2018
100923,UNKNOWN,F,2018,Dachshund,,10019,10/02/2018,10/02/2019,2018
100924,ELLIE,F,2018,Schnauzer Crossbreed,,10009,10/02/2018,10/02/2019,2018
100925,HACHI,M,2018,Shiba Inu,,11358,10/02/2018,10/02/2019,2018
100932,LILLY,F,2017,Greyhound,,10003,10/02/2018,10/02/2019,2018
100933,TUKE,M,2018,Cockapoo,,11433,10/02/2018,10/02/2019,2018
100934,NOVA,M,2014,Australian Shepherd,,10025,10/02/2018,10/02/2019,2018
100935,SOSA,M,2017,Shih Tzu,,10039,10/02/2018,10/02/2019,2018
100936,GRADY,M,2018,Goldendoodle,,10014,10/02/2018,10/02/2019,2018
100937,UNKNOWN,F,2018,Pomsky,,11421,10/02/2018,10/02/2019,2018
100938,UNKNOWN,M,2018,Yorkshire Terrier,,11201,10/02/2018,10/02/2019,2018
100939,DUTCH,M,2018,Yorkshire Terrier,,11209,10/02/2018,10/02/2019,2018
100940,HUNTER,M,2017,Siberian Husky,,11104,10/02/2018,10/02/2019,2018
100941,BINGO,M,2017,Cockapoo,,10010,10/02/2018,10/02/2019,2018
100976,MACDOUGAL,M,2018,Poodle Crossbreed,,10012,10/02/2018,10/02/2019,2018
100977,BELLA,F,2018,Pomeranian,,11361,10/02/2018,10/02/2019,2018
100978,BUNCHY,M,2018,Chihuahua,,11106,10/02/2018,10/02/2019,2018
100979,VINCE,M,2018,Goldendoodle,,10010,10/02/2018,10/02/2019,2018
100980,UNKNOWN,F,2018,Australian Shepherd,,11221,10/02/2018,10/02/2019,2018
100981,CHARCOAL,F,2018,French Bulldog,,10038,10/02/2018,10/02/2019,2018
100982,HENRICK,M,2015,American Pit Bull Mix / Pit Bull Mix,,10309,10/02/2018,10/02/2019,2018
100983,BROWNIE,F,2016,Unknown,,11377,10/02/2018,10/02/2019,2018
100984,LOUIE,M,2011,Border Collie,,10022,10/02/2018,10/02/2019,2018
100985,BUDDY,M,2018,Unknown,,10021,10/02/2018,10/02/2019,2018
100998,MAGGY,F,2010,Yorkshire Terrier,,11357,10/02/2018,10/02/2019,2018
100999,NALA,F,2018,Yorkshire Terrier,,11358,10/02/2018,10/02/2019,2018
101000,TYSON,M,2013,American Pit Bull Terrier/Pit Bull,,11206,10/02/2018,10/02/2019,2018
101001,SASHA,F,2018,Pekingese,,10474,10/02/2018,10/02/2019,2018
101002,SYLVIA,F,2018,French Bulldog,,10021,10/02/2018,10/02/2019,2018
101003,CHICO,M,2018,Boston Terrier,,11354,10/02/2018,10/02/2019,2018
101004,OREO,M,2013,Unknown,,10002,10/02/2018,10/02/2019,2018
101005,BEN,M,2006,Beagle,,10027,10/02/2018,10/02/2019,2018
101006,KISY,F,2007,Chihuahua,,10451,10/02/2018,10/02/2019,2018
101043,SADIE,F,2015,Bluetick Coonhound,,11201,10/02/2018,10/02/2019,2018
101044,DICKENS,M,2017,Scottish Terrier,,10025,10/02/2018,10/02/2019,2018
101046,GERBERT,M,2016,"Poodle, Toy",,10011,10/02/2018,10/02/2019,2018
101047,DRAGON,M,2006,Labrador Retriever,,11215,10/02/2018,10/02/2019,2018
101048,OREO,M,2018,Chihuahua,,10027,10/02/2018,10/02/2019,2018
101049,UNKNOWN,M,2018,Yorkshire Terrier,,10003,10/02/2018,10/02/2019,2018
101050,LINK,M,2018,Siberian Husky,,11214,10/02/2018,10/02/2019,2018
101051,BAMBI,M,2011,Unknown,,11417,10/02/2018,10/02/2019,2018
101052,TOBY,M,2012,Chihuahua,,11235,10/02/2018,10/02/2019,2018
101055,DORY,F,2018,Yorkshire Terrier Crossbreed,,11373,10/02/2018,10/02/2019,2018
101056,GATSBY,M,2018,Poodle,,11357,10/02/2018,10/02/2019,2018
101057,WATSON,M,2016,English Springer Spaniel,,10128,10/02/2018,10/02/2019,2018
101058,ZEATIN,M,2016,Unknown,,10027,10/02/2018,10/02/2019,2018
101059,TORO,M,2018,Golden Retriever,,10024,10/02/2018,10/02/2019,2018
101060,UNKNOWN,M,2018,French Bulldog,,10007,10/02/2018,10/02/2019,2018
101061,OLIVER,M,2017,Yorkshire Terrier,,10307,10/02/2018,10/02/2019,2018
101062,JOLENE,F,2017,Collie,,10305,10/02/2018,10/02/2019,2018
101063,LUCY,F,2015,Yorkshire Terrier,,11385,10/02/2018,10/02/2019,2018
101106,LUCY,F,2016,Havanese,,11231,10/02/2018,10/02/2019,2018
101107,CHARLIE,M,2018,Siberian Husky,,11369,10/02/2018,10/02/2019,2018
101108,PENNY,F,2018,American Pit Bull Mix / Pit Bull Mix,,10128,10/02/2018,10/02/2019,2018
101109,MORTIMER,M,2018,Poodle,,11432,10/02/2018,10/02/2019,2018
101110,CHARLIE,M,2018,Goldendoodle,,11364,10/02/2018,10/02/2019,2018
101111,RILEY,F,2017,Bernese Mountain Dog,,10011,10/02/2018,10/02/2019,2018
101112,ZOEY,F,2017,Bichon Frise,,10462,10/02/2018,10/02/2019,2018
101113,UNKNOWN,M,2018,Pug,,11211,10/02/2018,10/02/2019,2018
101114,UNKNOWN,F,2018,French Bulldog,,10002,10/02/2018,10/02/2019,2018
101115,JAYC,F,2018,French Bulldog,,10475,10/02/2018,10/02/2019,2018
101116,LEE,M,2018,Shih Tzu Crossbreed,,11216,10/02/2018,10/02/2019,2018
101117,MEEK,F,2018,Yorkshire Terrier,,11235,10/02/2018,10/02/2019,2018
101118,BOE,F,2008,Siberian Husky,,11360,10/02/2018,10/02/2019,2018
101250,FREDO,M,2011,Unknown,,10016,10/03/2018,10/02/2019,2018
101288,RAFA,M,2010,Australian Shepherd,,10024,10/04/2018,10/02/2019,2018
101432,SYLVIE,F,2012,Jack Russell Terrier,,11216,10/04/2018,10/02/2019,2018
101502,BELLA,F,2012,Australian Shepherd,,10024,10/04/2018,10/02/2019,2018
101636,SNOWBALL,M,2009,Maltese,,11361,10/05/2018,10/02/2019,2018
102317,STEWEY,M,2008,Yorkshire Terrier,,11385,10/09/2018,10/02/2019,2018
102598,GINGER,F,2008,Shih Tzu,,11426,10/11/2018,10/02/2019,2018
102856,MARSHMELLOW,M,2011,"Poodle, Miniature",,10305,10/12/2018,10/02/2019,2018
102948,DUTCHES,M,2008,Yorkshire Terrier,,11426,10/12/2018,10/02/2019,2018
103074,GENTLEMAN,M,2014,Boston Terrier,,10033,10/13/2018,10/02/2019,2018
103169,SAGE,M,2010,Unknown,,11233,10/14/2018,10/02/2019,2018
103851,MAX,M,2007,Shih Tzu,,11223,10/17/2018,10/02/2019,2018
103955,DIAMOND,F,2011,Jack Russell Terrier,,11233,10/17/2018,10/02/2019,2018
104171,HAWKEYE,M,2016,Dachshund Crossbreed,,11238,10/18/2018,10/02/2019,2018
104886,MIA,F,2014,German Shepherd Dog,,10465,10/22/2018,10/02/2019,2018
104921,KIWI,M,2009,Shih Tzu,,11435,10/22/2018,10/02/2019,2018
105097,BARKLEY,F,2013,Jack Russell Terrier,,11201,10/23/2018,10/02/2019,2018
105665,GEORGE,M,2014,Miniature American Shepherd,,10280,10/26/2018,10/02/2019,2018
105803,SCRUBS,M,2012,Yorkshire Terrier,,10461,10/27/2018,10/02/2019,2018
105932,AXEL,M,2017,Miniature Schnauzer,,11234,10/28/2018,10/02/2019,2018
106124,ROMAN,M,2017,Maltese,,11220,10/29/2018,10/02/2019,2018
106574,ROSIE,F,2010,Unknown,,10034,10/31/2018,10/02/2019,2018
106874,SASHA,F,2012,Unknown,,10039,11/01/2018,10/02/2019,2018
106876,SQUIRT,M,2007,Shih Tzu,,10461,11/01/2018,10/02/2019,2018
107565,ESPERANZA,F,2012,German Shepherd Dog,,10026,11/05/2018,10/02/2019,2018
107670,BEAR,M,2009,Unknown,,11235,11/05/2018,10/02/2019,2018
107792,CHASSIS,F,2010,Unknown,,11357,11/06/2018,10/02/2019,2018
107901,BONES,M,2010,Unknown,,11357,11/06/2018,10/02/2019,2018
107940,BLU,F,2012,Unknown,,10465,11/07/2018,10/02/2019,2018
108156,MAXIMILLION,M,2006,Tibetan Spaniel,,11238,11/08/2018,10/02/2019,2018
108708,BUTCH,M,2009,Unknown,,11217,11/11/2018,10/02/2019,2018
108861,ROOKIE,M,2008,Labradoodle,,11215,11/12/2018,10/02/2019,2018
109074,CHARLY,M,2009,Unknown,,11224,11/13/2018,10/02/2019,2018
109085,LUNA,F,2009,Lhasa Apso,,11201,11/13/2018,10/02/2019,2018
109093,GINGER,F,2008,Yorkshire Terrier,,10075,11/13/2018,10/02/2019,2018
109163,DAISY,F,2012,Unknown,,11105,11/13/2018,10/02/2019,2018
109590,LUCKY,M,2015,Siberian Husky,,11208,11/15/2018,10/02/2019,2018
110042,SAVANNAH,F,2008,Siberian Husky,,11385,11/18/2018,10/02/2019,2018
110271,SOPHIE,F,2008,"Poodle, Standard",,10024,11/20/2018,10/02/2019,2018
110412,LUCI,F,2014,Staffordshire Bull Terrier,,10458,11/21/2018,10/02/2019,2018
111498,MILKIE,M,2012,Chihuahua,,10282,11/27/2018,10/02/2019,2018
111715,BINKI,F,2008,Unknown,,10014,11/29/2018,10/02/2019,2018
113902,NINA,F,2009,Chihuahua,,11361,12/10/2018,10/02/2019,2018
114015,REY,F,2015,American Pit Bull Mix / Pit Bull Mix,,10472,12/11/2018,10/02/2019,2018
114859,BROWNIE,M,2016,Yorkshire Terrier,,11368,12/16/2018,10/02/2019,2018
115314,MOXIE,F,2009,Unknown,,10013,12/18/2018,10/02/2019,2018
11,LOLA,F,2006,Miniature Pinscher,,10022,09/13/2014,10/03/2019,2016
96895,MARTHA,F,2004,Chihuahua,,10003,10/03/2016,10/03/2019,2016
97002,EMMA,F,2008,Chihuahua,,10003,10/03/2016,10/03/2019,2016
97007,INDIE,F,2011,Australian Shepherd,,10011,10/03/2016,10/03/2019,2016
97059,BELLA,F,2015,Labrador Retriever Crossbreed,,10025,10/03/2016,10/03/2019,2016
7,LOLA,F,2006,Miniature Pinscher,,10022,09/13/2014,10/03/2019,2017
33087,EMMA,F,2008,Chihuahua,,10003,10/03/2016,10/03/2019,2017
33090,INDIE,F,2011,Australian Shepherd,,10011,10/03/2016,10/03/2019,2017
33123,BELLA,F,2015,Labrador Retriever Crossbreed,,10025,10/03/2016,10/03/2019,2017
33151,MARTHA,F,2004,Chihuahua,,10003,10/03/2016,10/03/2019,2017
99718,SOPHIE,F,2011,Pembroke Welsh Corgi Crossbreed,,11238,10/03/2017,10/03/2019,2017
99756,AUTUMN,F,2015,Bluetick Coonhound,,10017,10/03/2017,10/03/2019,2017
99792,MAYA,F,2016,Beagle Crossbreed,,10128,10/03/2017,10/03/2019,2017
99810,FISHER,M,2017,Australian Shepherd,,11225,10/03/2017,10/03/2019,2017
99953,UNKNOWN,F,2016,Bassett Hound,,10065,10/04/2017,10/03/2019,2017
104228,SCRUFFY,M,2013,Silky Terrier,,10312,10/24/2017,10/03/2019,2017
106663,LELE,F,2010,Bichon Frise,,11201,11/07/2017,10/03/2019,2017
110762,CARLIE,F,2008,"Collie, Border",,10463,12/01/2017,10/03/2019,2017
110856,JULIETA,F,2007,"Bull Dog, French",,11225,12/02/2017,10/03/2019,2017
4,LOLA,F,2006,Miniature Pinscher,,10022,09/13/2014,10/03/2019,2018
7936,EMMA,F,2008,Chihuahua,,10003,10/03/2016,10/03/2019,2018
7937,INDIE,F,2011,Australian Shepherd,,10011,10/03/2016,10/03/2019,2018
7939,BELLA,F,2015,Labrador Retriever Crossbreed,,10025,10/03/2016,10/03/2019,2018
7947,MARTHA,F,2004,Chihuahua,,10003,10/03/2016,10/03/2019,2018
37549,FISHER,M,2017,Australian Shepherd,,11225,10/03/2017,10/03/2019,2018
37562,SOPHIE,F,2011,Pembroke Welsh Corgi Crossbreed,,11238,10/03/2017,10/03/2019,2018
37583,MAYA,F,2016,Beagle Crossbreed,,10128,10/03/2017,10/03/2019,2018
37595,AUTUMN,F,2015,Bluetick Coonhound,,10017,10/03/2017,10/03/2019,2018
37650,UNKNOWN,F,2016,Bassett Hound,,10065,10/04/2017,10/03/2019,2018
39656,SCRUFFY,M,2013,Silky Terrier,,10312,10/24/2017,10/03/2019,2018
41049,LELE,F,2010,Bichon Frise,,11201,11/07/2017,10/03/2019,2018
43516,JULIETA,F,2007,"Bull Dog, French",,11225,12/02/2017,10/03/2019,2018
71054,BELLA,F,2016,American Pit Bull Terrier/Pit Bull,,11234,05/07/2018,10/03/2019,2018
91617,BELLA,F,2016,Dachshund Crossbreed,,11214,08/14/2018,10/03/2019,2018
91663,SCRAPPY,M,2015,Miniature Pinscher,,11235,08/14/2018,10/03/2019,2018
91669,MAURIELLO,M,2016,Yorkshire Terrier,,10462,08/14/2018,10/03/2019,2018
91674,CAESAR,M,2010,"Bull Dog, French",,10014,08/14/2018,10/03/2019,2018
91714,MAFALDA,F,2005,Unknown,,10021,08/15/2018,10/03/2019,2018
91800,JOJO,F,2016,Boxer Crossbreed,,10016,08/15/2018,10/03/2019,2018
92017,MAPLE,F,2017,Golden Retriever,,10023,08/17/2018,10/03/2019,2018
93136,TYARA,F,2015,Yorkshire Terrier,,10010,08/23/2018,10/03/2019,2018
93215,QUINN,F,2017,Labrador Retriever Crossbreed,,10023,08/23/2018,10/03/2019,2018
93342,GENERAL,M,2016,Boxer Crossbreed,,11213,08/23/2018,10/03/2019,2018
94841,HANNA,F,2011,Unknown,,10040,09/01/2018,10/03/2019,2018
95589,MAX,M,2009,"Poodle, Toy",,10023,09/05/2018,10/03/2019,2018
95786,REMY,M,2017,Border Collie Crossbreed,,10009,09/05/2018,10/03/2019,2018
96186,ANGIE,F,2013,American Eskimo dog,,10461,09/07/2018,10/03/2019,2018
96399,SYDNEY,F,2009,American Staffordshire Terrier,,10306,09/09/2018,10/03/2019,2018
96509,LITTLE,M,2013,Rottweiler,,10301,09/10/2018,10/03/2019,2018
96510,LITTLE,F,2012,Unknown,,10014,09/10/2018,10/03/2019,2018
96526,BRUNO,M,2016,Labrador Retriever,,10304,09/10/2018,10/03/2019,2018
96563,MITZI,F,2014,"Collie, Rough Coat",,10307,09/10/2018,10/03/2019,2018
96607,WINSTON,M,2012,"Bull Dog, French",,10021,09/10/2018,10/03/2019,2018
96608,ASTRO,M,2010,Shiba Inu,,11205,09/10/2018,10/03/2019,2018
96736,GUINNESS,M,2007,Unknown,,11375,09/10/2018,10/03/2019,2018
96801,DEE,F,2002,Jack Russell Terrier,,10028,09/10/2018,10/03/2019,2018
96867,KRYSTAL,F,2009,Pekingese,,11365,09/11/2018,10/03/2019,2018
96896,ROCKY,M,2012,German Shepherd Dog,,11416,09/11/2018,10/03/2019,2018
97214,MAXWELL,M,2017,Shih Tzu,,11377,09/12/2018,10/03/2019,2018
97363,KUPCAKES,F,2012,Unknown,,10019,09/13/2018,10/03/2019,2018
97395,CHEWY,M,2015,Jack Russell Terrier Crossbreed,,11233,09/13/2018,10/03/2019,2018
97396,HARLEM,M,2017,Australian Shepherd,,11238,09/13/2018,10/03/2019,2018
97397,JODIE,F,2014,Schnauzer Crossbreed,,11369,09/13/2018,10/03/2019,2018
97521,JAKE,M,2010,Airedale Terrier,,11419,09/13/2018,10/03/2019,2018
97590,RAZZLE,F,2013,Labrador Retriever Crossbreed,,10016,09/14/2018,10/03/2019,2018
97610,LUCKY,M,2008,Pug,,11214,09/14/2018,10/03/2019,2018
98105,PAULINA,F,2014,Cavalier King Charles Spaniel,,10314,09/17/2018,10/03/2019,2018
98149,AUGIE,M,2010,Unknown,,10025,09/17/2018,10/03/2019,2018
98162,PETEY,M,2014,Cavalier King Charles Spaniel,,10314,09/17/2018,10/03/2019,2018
98179,BELLE,F,2005,Maltese,,10465,09/17/2018,10/03/2019,2018
98183,MARY,F,2012,Unknown,,11206,09/17/2018,10/03/2019,2018
98187,CHELSEA,F,2012,"Bull Dog, English",,11378,09/17/2018,10/03/2019,2018
98746,NENE,M,2011,Chihuahua,,10468,09/20/2018,10/03/2019,2018
98793,HARVIE,M,2007,"Dachshund, Wirehaired, Miniature",,11207,09/20/2018,10/03/2019,2018
98806,MUPPET,M,2016,Maltese,,10014,09/20/2018,10/03/2019,2018
98807,LEXI,F,2016,Yorkshire Terrier Crossbreed,,10018,09/20/2018,10/03/2019,2018
98894,PENNY,F,2016,Labrador Retriever Crossbreed,,10312,09/20/2018,10/03/2019,2018
98902,CARLA,F,2014,Chihuahua Crossbreed,,10075,09/20/2018,10/03/2019,2018
99070,REPEAT,F,2008,Cocker Spaniel,,10023,09/21/2018,10/03/2019,2018
99681,GINO,M,2010,Maltese,,10312,09/24/2018,10/03/2019,2018
99794,ANGELO,M,2009,Yorkshire Terrier,,10312,09/25/2018,10/03/2019,2018
100074,MR.,M,2009,Chihuahua,,10037,09/27/2018,10/03/2019,2018
100214,ALFIE,M,2011,Cavalier King Charles Spaniel,,10013,09/28/2018,10/03/2019,2018
100297,CORA,F,2013,Jack Russell Terrier,,11205,09/28/2018,10/03/2019,2018
100476,BELLA,F,2005,Unknown,,10034,09/29/2018,10/03/2019,2018
100509,GHOST,M,2015,American Staffordshire Terrier,,10466,09/30/2018,10/03/2019,2018
100608,PUMPUM,F,2007,Yorkshire Terrier,,11235,09/30/2018,10/03/2019,2018
100615,ROCCO,M,2016,Pomeranian Crossbreed,,10309,09/30/2018,10/03/2019,2018
100770,BABY,F,2012,Shih Tzu,,11229,10/01/2018,10/03/2019,2018
100851,KARMA,M,2009,Unknown,,10027,10/01/2018,10/03/2019,2018
100972,SKY,M,2013,Unknown,,11374,10/02/2018,10/03/2019,2018
101129,ROSIE,F,2014,Maltipoo,,11375,10/03/2018,10/03/2019,2018
101130,NA,M,2018,Yorkshire Terrier,,10033,10/03/2018,10/03/2019,2018
101131,ACE,M,2018,Golden Retriever,,11373,10/03/2018,10/03/2019,2018
101132,MURPHY,M,2018,Poodle Crossbreed,,10001,10/03/2018,10/03/2019,2018
101163,THEO,M,2018,"Poodle, Toy",,10036,10/03/2018,10/03/2019,2018
101164,TOBY,M,2014,Maltese,,10471,10/03/2018,10/03/2019,2018
101168,CHERRY,F,2014,Unknown,,11692,10/03/2018,10/03/2019,2018
101174,LUKE,M,2018,Maltese,,10029,10/03/2018,10/03/2019,2018
101175,SAPPHIRE,F,2013,American Pit Bull Terrier/Pit Bull,,11224,10/03/2018,10/03/2019,2018
101176,DENIM,M,2018,Yorkshire Terrier,,10458,10/03/2018,10/03/2019,2018
101177,DANNY,M,2017,Unknown,,11416,10/03/2018,10/03/2019,2018
101178,COOKIE,F,2006,Chihuahua,,10459,10/03/2018,10/03/2019,2018
101194,CHARLY,M,2017,Italian Greyhound,,10025,10/03/2018,10/03/2019,2018
101195,HAZEL,F,2018,Cockapoo,,10017,10/03/2018,10/03/2019,2018
101196,LACEN,M,2018,Chihuahua,,10462,10/03/2018,10/03/2019,2018
101197,MOJO,M,2012,Shiba Inu,,10013,10/03/2018,10/03/2019,2018
101198,YARA,F,2018,Yorkshire Terrier,,11103,10/03/2018,10/03/2019,2018
101199,OLIVIA,F,2018,Dachshund Smooth Coat Miniature,,10023,10/03/2018,10/03/2019,2018
101207,OTTO,M,2017,Nova Scotia Duck Tolling Retriever,,10075,10/03/2018,10/03/2019,2018
101208,NA,F,2018,Maltese,,11375,10/03/2018,10/03/2019,2018
101209,JUICY,F,2011,Unknown,,11224,10/03/2018,10/03/2019,2018
101210,STONE,M,2017,American Pit Bull Terrier/Pit Bull,,11413,10/03/2018,10/03/2019,2018
101211,BOY,M,2018,American Bully,,10314,10/03/2018,10/03/2019,2018
101221,CASPER,M,2016,Miniature Schnauzer,,10001,10/03/2018,10/03/2019,2018
101230,RALEIGH,F,2014,Labrador Retriever,,11215,10/03/2018,10/03/2019,2018
101231,PEDRO,M,2013,Shih Tzu,,11694,10/03/2018,10/03/2019,2018
101232,NA,M,2018,Yorkshire Terrier,,10473,10/03/2018,10/03/2019,2018
101233,KUJO,M,2018,Pembroke Welsh Corgi,,10001,10/03/2018,10/03/2019,2018
101234,IKO,M,2013,Siberian Husky Crossbreed,,10011,10/03/2018,10/03/2019,2018
101237,RAGAMUFFIN,M,2006,Bichon Frise,,78749,10/03/2018,10/03/2019,2018
101239,NA,M,2018,Bichon Frise Crossbreed,,10033,10/03/2018,10/03/2019,2018
101240,NA,M,2018,Cocker Spaniel,,10035,10/03/2018,10/03/2019,2018
101241,JADE,F,2013,Unknown,,10044,10/03/2018,10/03/2019,2018
101242,NELLY,F,2010,Cavalier King Charles Spaniel,,10011,10/03/2018,10/03/2019,2018
101243,MADDIE,F,2015,Terrier mix,,10471,10/03/2018,10/03/2019,2018
101263,TOBY,M,2004,Unknown,,10303,10/03/2018,10/03/2019,2018
101264,MOON,F,2018,Bernese Mountain Dog,,11215,10/03/2018,10/03/2019,2018
101265,HARMONY,F,2017,Unknown,,10452,10/03/2018,10/03/2019,2018
101266,MISSY,F,2018,Unknown,,10028,10/03/2018,10/03/2019,2018
101267,NA,M,2018,Yorkshire Terrier Crossbreed,,10452,10/03/2018,10/03/2019,2018
101268,NA,M,2018,Cocker Spaniel,,10031,10/03/2018,10/03/2019,2018
101269,MACK,F,2018,Yorkshire Terrier,,10027,10/03/2018,10/03/2019,2018
101313,LUCY,F,2012,"Poodle, Standard",,11354,10/04/2018,10/03/2019,2018
101334,SPARKY,M,2007,Maltipoo,,11237,10/04/2018,10/03/2019,2018
101485,KING,M,2017,American Bully,,11357,10/04/2018,10/03/2019,2018
101554,ROCKY,M,2010,"Poodle, Standard",,11421,10/05/2018,10/03/2019,2018
101673,BROWNIE,M,2011,Beagle Crossbreed,,10002,10/05/2018,10/03/2019,2018
101792,DORIS,F,2007,Beagle Crossbreed,,10025,10/05/2018,10/03/2019,2018
